,Elevation,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Horizontal_Distance_To_Fire_Points
18786,2732,9,0,0,1566,222,220,2455
45723,3011,12,342,48,366,240,225,1361
10105,3050,14,85,20,2227,241,233,3396
111021,3112,14,256,-62,1511,236,213,1347
72961,3067,8,658,-59,2532,217,248,1371
20194,3201,7,492,69,3097,220,225,3633
5324,2406,18,234,79,914,186,205,666
46907,2690,23,120,40,1082,210,184,2037
46818,3189,9,242,-24,2926,218,221,1464
31916,3149,25,150,60,1048,253,206,1121
108660,3008,23,408,151,5945,152,214,4867
7144,3013,16,376,59,2492,229,246,1064
31240,3185,10,95,13,2793,231,221,5300
19624,2740,33,170,52,180,239,160,1570
34943,2756,11,42,-2,360,227,218,1100
19410,3235,20,212,31,300,162,227,716
55139,2833,23,268,112,1248,154,212,2523
7362,2987,17,153,-38,721,177,219,1100
11893,2714,8,134,38,2282,221,223,4817
58640,3057,4,582,21,1677,221,242,2557
32362,3178,8,532,36,2934,222,223,4797
41985,2781,9,242,31,2457,234,225,2527
45768,3097,29,170,62,3083,135,193,2772
41370,3221,14,108,25,1172,212,252,430
93636,3353,9,85,-11,2904,232,239,646
24277,3019,15,525,129,5421,203,253,900
79999,2933,19,134,19,4505,247,209,1471
98021,2547,17,30,6,256,242,234,1806
21439,3046,17,234,38,1784,223,249,256
21499,3201,2,524,17,1123,222,236,2024
29441,3353,18,228,72,792,248,220,1065
14521,2527,13,95,23,1395,242,225,1277
85068,2992,14,808,194,2976,226,209,691
912,3333,40,182,133,2638,233,136,421
87230,2608,13,306,30,1110,237,215,633
111070,2721,11,0,0,1602,190,241,1072
70332,3291,20,700,12,967,250,218,5520
74153,3003,24,162,80,2542,247,193,2219
28297,3027,9,108,19,4610,201,226,618
66997,2596,11,234,48,1110,237,236,350
37620,2879,12,180,28,426,222,213,1915
72895,2681,19,90,22,2040,171,213,5015
76471,2700,21,162,24,3516,221,248,1956
62317,3050,13,485,13,3684,206,213,2706
88392,2339,21,150,45,1061,165,208,765
23145,2984,7,600,8,5275,204,245,1752
25027,3231,20,466,-31,721,216,191,2866
77515,3190,13,268,71,1995,223,248,2761
87992,2625,26,42,9,1121,141,233,872
91784,3386,9,285,17,2916,235,236,1889
20612,2944,19,95,12,4549,237,199,1419
74863,3021,12,0,0,2371,213,214,2890
29463,3182,7,175,19,2701,231,239,1064
6359,2925,9,390,49,3412,233,239,3660
52376,3018,20,450,208,1050,238,197,1022
3767,2786,24,270,119,2083,146,225,324
92982,3103,3,30,0,1006,212,240,2603
10907,2978,13,552,72,5838,201,252,3516
78920,2880,14,371,85,3152,208,210,1022
28579,3043,16,234,52,0,230,206,1172
112035,3299,10,240,20,3606,214,219,2190
96154,3232,22,511,-98,391,232,241,3254
7225,2913,8,404,108,2630,225,223,1466
31992,2983,11,150,38,484,195,225,914
75853,2919,10,362,6,4615,230,219,4170
32590,3018,13,700,109,5983,233,242,5442
65649,2986,10,180,42,1516,193,234,1544
54188,3086,10,361,48,1706,214,249,633
3251,2811,17,331,86,2624,169,236,124
110583,3223,12,510,147,916,215,215,1134
69135,3139,16,875,1,4250,193,209,3820
91142,3037,0,30,0,2656,218,238,866
108958,2110,31,256,46,430,254,196,830
44426,2914,26,120,40,4216,215,247,1440
7768,2736,17,120,22,2667,238,239,2352
14004,3118,11,350,45,3107,188,234,1677
87839,3131,19,234,33,5136,238,200,124
69395,2927,11,306,-48,1253,189,237,437
112729,3113,14,390,96,792,184,223,1723
77238,2589,16,85,13,732,183,217,2140
37977,3124,13,134,10,2257,232,243,258
47110,2737,27,450,184,940,218,169,1969
5389,2882,15,636,87,3155,199,211,1482
52415,3244,13,228,34,2190,227,246,1839
87651,3184,16,402,23,450,238,239,2750
28889,2875,8,150,22,2754,228,243,2355
5882,2715,23,309,0,1952,207,184,2114
12580,2662,5,342,19,1326,222,228,5845
72096,3095,12,433,18,1892,239,220,2285
81225,3220,13,420,160,1638,192,222,2192
21701,3139,14,150,23,5256,228,211,2977
97862,3276,9,313,69,1538,199,230,2669
34093,3256,12,300,45,5198,221,214,234
78878,3020,13,42,7,1243,194,220,1465
92004,2795,7,170,37,3840,232,230,5465
49878,2926,3,283,-2,4124,218,232,4782
112305,3141,15,331,95,295,241,214,1415
90243,3287,9,391,91,960,212,249,601
15501,2609,8,268,52,2664,231,240,752
37072,3148,16,618,72,1739,186,214,2724
68503,3166,6,85,2,551,207,233,1324
21289,3358,13,661,177,1465,242,228,1015
80092,3275,19,607,197,541,249,216,3013
13567,3279,10,234,56,3210,220,217,3065
64998,2432,21,212,82,900,188,193,626
190,3164,17,30,8,5142,189,207,1026
52750,3004,5,660,32,5620,229,235,6432
26308,2964,13,234,24,2045,232,214,595
92378,2283,6,242,60,691,226,228,503
48914,2985,19,854,116,2431,213,196,1261
28221,3143,16,150,13,4604,176,242,3368
92240,3054,11,330,17,6683,227,218,2773
77996,3088,8,108,14,1380,197,235,1572
33684,2937,5,277,17,1271,219,229,395
72599,3300,27,859,-47,1308,250,217,2794
1182,3205,13,277,42,2462,241,225,1448
41282,3348,12,503,80,3267,187,238,1698
80407,3262,5,0,0,3707,229,235,3730
17983,2510,27,60,6,860,177,178,960
36816,3051,9,228,46,4482,222,220,1006
1169,2751,15,42,8,1328,199,210,1012
44147,2541,8,30,0,1639,199,241,1654
100835,3260,5,210,20,4809,206,234,966
24926,2727,4,228,30,2583,226,233,4970
62991,3288,12,600,99,638,205,215,1167
954,3178,13,391,75,5613,187,247,1276
32133,2331,17,212,80,270,213,200,845
6432,2781,12,342,67,3782,211,251,1782
51445,2040,25,108,34,309,231,239,598
49141,2878,22,283,50,3483,213,186,5232
21210,2532,17,150,63,1034,231,203,853
106056,3048,5,499,28,4526,223,229,1328
69422,3117,14,537,-8,2800,185,225,680
33965,3211,17,162,35,1031,183,250,67
108911,3044,13,190,7,3511,237,216,2780
17308,2764,4,124,9,1040,214,233,979
10140,2833,13,242,12,1831,216,210,1557
104073,2893,10,60,5,3966,206,221,3902
56595,2418,27,90,58,488,202,250,1170
55285,2854,18,366,102,2532,248,217,853
45842,2977,22,376,96,792,242,233,2641
72026,2642,10,228,-4,1116,227,219,1567
81167,2975,11,446,59,5452,195,247,3960
10850,3035,16,270,-1,3209,175,243,1680
34249,2590,9,30,4,1998,205,224,1463
43046,3159,20,351,92,1825,160,224,3345
88445,2707,18,42,6,1242,195,203,2190
86938,2510,14,150,18,1683,243,224,685
8021,2908,24,150,30,1875,202,181,2442
95622,3247,12,42,4,6162,212,214,306
69148,2977,9,90,11,4705,232,223,3154
69077,3241,13,108,22,1396,214,212,2463
81988,3014,13,1063,214,2717,230,245,1282
101040,2251,31,134,70,764,193,156,631
114072,2772,8,430,42,2665,225,223,2032
81513,3166,9,330,18,5197,212,222,2490
62596,3244,17,90,4,1980,188,209,1549
104335,2910,12,134,11,931,240,233,2866
58163,3198,20,513,132,5948,171,249,2183
87548,2818,10,212,20,799,236,226,518
5476,2980,20,162,60,1230,246,228,3166
36778,3149,12,218,0,6201,241,231,1110
110817,2425,22,242,110,339,177,197,242
60189,3138,4,30,0,2101,223,241,2632
10540,3091,34,300,110,192,128,174,1382
52654,2421,17,268,112,384,186,209,277
56114,3312,7,426,82,4304,212,226,1790
86876,3113,9,228,69,3250,235,236,3009
40258,3038,9,134,27,3196,194,239,361
10684,3326,8,0,0,3004,211,225,2107
78870,2943,9,95,-4,1749,226,221,1532
95733,3285,7,85,-6,5438,207,229,382
74556,3175,9,295,1,4993,224,221,2249
94582,2527,17,0,0,1159,182,212,1768
80937,3338,25,376,79,3427,158,248,1464
53571,3175,17,457,97,277,239,238,3343
3976,2914,12,134,11,3290,238,235,1358
18944,3128,28,258,79,3203,254,197,2708
80374,2864,7,234,73,2352,227,227,2779
105497,2955,4,256,10,4548,219,231,5836
84053,2817,3,0,0,1253,225,238,470
106691,3024,9,42,6,4065,200,228,3839
3882,2971,22,234,72,2095,230,187,1712
50744,2977,21,218,56,1482,222,248,953
28816,3060,11,234,39,3865,236,221,2760
77174,2948,13,234,57,3379,192,219,1718
70082,3045,17,361,34,1215,238,239,914
33589,3070,24,446,202,2148,251,217,1627
65012,2772,15,600,73,270,212,207,947
87239,2822,7,67,-2,1507,211,227,2512
14086,3021,15,30,8,108,193,213,313
102311,3361,10,30,5,5072,208,222,3601
109918,2980,12,108,24,3723,203,217,1774
78685,2762,9,607,-38,1600,236,227,2596
67731,2916,8,180,3,4878,220,246,3516
45660,2974,11,361,76,1560,239,227,1842
75383,2793,11,313,3,360,234,218,674
14503,3208,14,95,8,3126,219,250,319
95767,3049,9,339,54,2420,206,224,2072
84919,2972,14,537,76,5675,186,248,5413
46374,2141,37,162,88,484,97,196,607
112318,3161,15,268,36,2308,235,241,408
41780,2746,16,95,-5,2340,244,230,830
67299,2724,24,42,12,2308,230,242,589
49000,2454,6,175,10,212,203,236,1120
18370,2642,18,108,45,1396,201,200,918
37942,3147,13,242,69,192,242,229,2362
87109,2387,20,127,41,488,217,191,618
81643,2916,8,300,70,5079,205,247,547
33920,2998,7,664,72,5131,232,237,6077
85567,2910,15,30,6,3520,180,225,1451
50688,2907,15,42,7,3409,201,211,1822
114672,3073,6,150,25,1099,216,228,1519
115275,2974,16,228,88,1771,217,251,1036
36305,2768,12,108,47,2335,188,230,247
20427,3346,10,182,20,3120,212,250,1756
108680,2871,18,192,31,4696,242,235,4740
57244,2761,7,153,11,2277,221,224,3737
29769,2918,20,127,17,258,222,248,872
6455,2906,17,700,57,1250,193,206,845
23628,2954,18,360,166,1906,213,198,2685
78641,2630,13,30,6,661,206,213,1298
87847,2982,9,60,1,1590,218,248,1426
83835,2812,6,626,49,2081,222,244,1831
61614,2896,9,150,19,1597,224,220,1033
5399,2983,13,67,12,2440,242,227,702
3892,3182,17,134,7,3276,217,201,4860
110664,2668,15,60,12,1932,197,253,1862
80400,2975,4,150,10,4997,223,230,5695
89227,2757,9,170,28,2862,234,227,5037
20285,2516,7,242,-3,1080,230,229,4839
19458,3134,3,780,81,1899,214,235,2647
90765,2870,5,720,84,2142,217,229,981
34788,2677,4,365,83,1148,212,233,1221
30345,2707,8,0,0,2363,234,230,541
66581,3092,6,547,7,1087,205,234,1140
1788,3298,3,674,114,700,214,233,1131
1923,3121,21,1080,174,3178,239,237,1889
112472,3253,19,598,145,6023,170,245,2850
1162,2923,16,127,32,2131,244,229,1655
74421,3264,12,360,85,4708,187,241,3282
16386,2947,32,417,130,872,230,158,730
115438,3142,17,134,27,5345,220,200,2772
42713,3406,14,741,2,1379,222,249,4036
60323,2749,26,553,222,997,188,177,779
100851,2978,8,400,59,4927,234,230,5477
106004,2973,24,210,52,1434,233,239,899
98766,2583,9,0,0,1421,213,220,957
24103,3013,16,474,245,825,184,216,1357
17240,3018,15,67,11,4920,245,222,2831
47843,2884,10,42,3,1507,209,220,2553
35083,3255,12,192,30,1279,207,216,2012
29801,2798,1,330,55,2967,219,236,6661
59352,3209,22,60,11,4455,204,188,3449
68434,3246,10,532,-27,725,225,218,3189
43648,2868,13,350,-59,577,219,211,2116
75309,2978,14,323,13,4601,218,208,2802
18247,2908,11,450,44,1860,196,248,1001
9568,2989,7,300,49,1836,230,239,819
28447,3123,14,42,9,1036,186,224,2103
5343,3190,20,108,17,4310,209,193,3419
3791,2896,24,228,66,2307,188,185,1771
76049,2612,15,150,48,769,200,208,3087
2290,3386,15,551,94,1991,244,227,2888
71891,2801,6,234,62,3240,205,244,6061
34043,2055,28,60,31,480,196,169,641
62930,1935,15,150,48,120,198,211,636
60605,3065,17,150,20,4802,244,213,1050
53852,2937,15,30,4,1549,241,235,361
1122,3205,14,384,114,228,235,241,3181
83293,2913,2,258,45,3187,223,236,1973
9026,2823,18,0,0,924,228,200,339
75090,3070,22,255,52,4239,247,201,2616
76353,2825,26,255,65,2558,246,185,892
24952,3094,9,516,68,2314,229,243,1566
487,2710,32,124,55,2445,192,247,787
100531,3011,23,108,25,2782,152,233,1776
104614,3102,10,277,37,1782,195,228,659
88183,2041,26,402,73,467,199,175,216
22739,3252,18,421,136,1138,167,239,2021
97734,2501,15,277,65,268,176,236,1953
102403,2396,25,404,187,366,144,228,778
63151,2681,10,240,57,1637,237,229,1209
62571,2690,11,0,0,1605,238,223,2346
58777,3008,12,376,33,3148,224,214,5958
75232,2950,14,180,51,3372,184,224,2012
72415,2919,4,360,61,3438,222,231,4460
112586,3223,19,162,56,2241,205,254,1329
71064,2442,29,319,106,457,252,187,819
62792,3131,25,277,95,2907,252,200,2955
5531,3159,10,408,39,1953,212,219,2673
90851,2870,20,124,38,2188,183,199,808
70335,2513,26,67,14,1584,204,250,466
49085,3136,9,268,23,4026,236,227,3154
91191,3168,11,30,-9,3820,238,225,3324
112499,2998,12,470,49,4324,239,225,4220
89530,2508,14,300,69,256,179,237,1933
74551,3362,16,742,134,2130,175,226,1064
76013,2896,13,497,26,4246,182,232,5629
85737,3114,7,120,18,4655,214,226,2688
23288,2723,7,42,-6,1638,224,245,4041
40869,2949,7,330,13,4502,228,228,5210
108390,2779,19,134,27,934,189,201,1987
10762,3352,8,201,34,1615,233,236,3267
83027,2992,21,108,22,1861,200,192,3776
56482,3300,21,420,30,895,221,189,2508
50079,3276,15,300,55,1940,180,228,1996
14985,2790,11,0,0,671,236,220,1019
14736,2991,22,285,98,2117,241,194,1543
77663,2791,4,175,13,2378,227,237,1936
101493,3120,12,277,-26,2571,188,245,524
56930,3316,16,30,0,1500,200,207,1738
29900,3067,21,162,6,3542,237,239,1140
48313,2961,6,30,0,4455,226,242,2014
78450,2691,19,285,84,1556,188,203,2667
97866,3198,14,108,-3,2850,233,211,1857
29109,2771,29,256,141,1266,197,163,618
34108,3226,9,297,38,592,194,237,1236
106650,2952,16,268,85,5941,243,213,4335
101695,3404,13,272,204,2687,242,226,518
23725,3174,5,108,11,792,217,244,2427
19070,3088,19,182,70,4990,211,195,2138
95242,2355,27,85,51,750,249,218,696
42746,2240,35,127,82,510,113,177,511
43325,3209,15,190,47,1430,242,232,2638
31393,2915,10,212,57,1731,202,223,2516
82157,3239,12,108,23,931,189,244,1860
17605,3205,21,283,53,300,208,253,1266
1380,2979,11,85,12,912,238,234,2143
39716,3104,13,175,9,1396,207,212,443
82519,2977,28,323,87,1853,158,183,1537
97621,2838,24,85,35,95,226,183,395
52023,2831,8,216,59,1830,229,242,2165
58604,2779,28,228,47,1172,226,170,1860
108705,3198,2,162,-6,3245,223,237,4818
9197,2684,11,30,5,2418,236,237,4731
47029,2924,15,67,13,4290,187,219,4170
80816,2696,17,420,-39,481,230,245,785
51093,3355,19,342,88,5220,194,201,503
56715,2896,22,297,139,3000,206,253,1321
114346,2999,8,90,7,2970,226,224,1710
66335,3116,5,330,30,3532,224,229,1015
44080,2605,14,256,75,870,223,249,1364
56530,3086,6,331,-22,6630,231,234,2979
35037,3062,19,484,75,3472,178,206,1866
12670,3015,30,330,189,2888,175,251,1080
49924,3138,17,330,47,3650,247,224,955
39431,2632,24,182,68,1050,212,179,959
14377,2531,8,67,7,660,231,227,190
59152,2955,6,454,49,5626,202,239,2432
35653,2798,32,371,165,1006,238,163,741
77881,2865,14,309,13,3352,228,211,3061
76131,2899,6,277,21,3171,203,236,3820
22175,2865,17,124,28,3846,202,203,2828
3673,2850,1,402,52,1935,219,237,1451
113849,2808,12,120,34,926,233,216,1908
60078,2779,25,485,215,1302,210,178,872
79761,3402,4,911,196,1289,215,243,1896
21175,2629,17,170,41,1570,185,210,2856
102442,3047,12,780,43,5945,232,243,4013
76766,2887,12,153,37,2643,193,224,2610
89261,2564,17,371,33,552,217,202,698
30263,2578,23,0,0,1423,247,226,330
84440,3253,8,300,29,5827,202,245,1266
115603,3235,3,30,0,5686,220,232,916
36074,2414,20,67,-2,1648,235,195,342
99470,2492,15,212,42,967,207,207,335
51311,3249,10,510,-24,752,192,235,3024
55650,3102,7,67,5,765,226,226,1507
4688,3158,4,0,0,2306,218,230,1448
76484,3190,15,283,85,1189,244,225,2284
36068,2603,17,180,21,1323,202,201,2682
96425,2869,18,576,-47,874,216,198,390
3785,3216,6,882,141,1324,210,228,2342
28249,2539,24,258,55,849,252,212,875
53868,3020,5,342,-2,1889,206,236,1521
74846,3239,21,564,137,467,238,238,4564
91392,2770,11,95,20,2866,238,230,5739
54668,3028,7,42,5,2605,233,234,1403
28075,3105,8,180,26,1894,208,225,972
31206,2317,31,228,-25,362,225,235,618
101219,2898,14,30,12,2012,187,248,1110
83681,3224,3,300,28,5962,216,242,1698
102686,3124,11,150,22,85,237,236,4651
104552,3269,12,210,49,1208,215,250,888
38716,2851,23,255,69,1262,224,184,1981
11777,3291,12,330,67,1380,239,225,2397
60492,3358,16,201,44,2483,242,213,1978
92572,3150,23,0,0,1358,182,191,888
63378,2534,15,90,10,488,238,239,3274
26153,3118,8,30,4,1136,202,232,1573
111184,2144,27,60,14,931,152,247,1426
12886,3146,12,218,36,1729,196,220,2553
56538,3311,15,541,97,1050,237,211,2551
53429,3191,21,551,50,180,157,220,2239
16816,3110,14,390,-9,2053,233,212,2449
78198,2871,10,361,56,797,236,227,2754
78544,2283,13,182,61,752,203,213,1008
18520,3195,8,30,0,5507,225,223,953
112705,3121,11,0,0,2920,226,216,3894
65845,2935,11,42,7,3768,198,223,1323
47675,2557,15,300,97,2274,205,253,404
85881,3240,14,339,65,1786,240,235,1410
93628,3240,17,541,33,1451,244,232,2713
22675,3118,2,391,37,1708,214,240,2930
79536,2697,14,134,40,2039,193,217,4953
94849,3130,5,0,0,3872,217,229,67
10374,2994,11,216,3,4049,223,248,841
43133,3073,21,474,152,3000,160,241,2378
14136,3058,7,474,13,1758,227,226,2577
54767,2902,16,488,34,1022,173,230,366
35480,2139,30,309,107,408,150,175,301
86473,2923,10,524,64,2624,228,244,1952
53065,3199,6,127,0,30,204,236,1436
35113,3221,15,0,0,1717,203,207,2437
39960,2920,16,335,48,3260,236,206,2208
1372,3268,35,400,231,3857,244,158,2542
43063,2870,6,242,0,999,232,233,2585
75390,2629,19,216,-19,1722,249,215,492
47267,2594,6,124,0,674,223,226,5679
79131,2948,20,342,62,446,193,195,595
8690,2531,9,0,0,708,217,221,960
49780,3324,14,42,9,1974,187,248,1880
86487,2609,5,30,0,807,220,229,5824
83304,3181,10,450,105,600,215,218,1773
34154,2934,26,1128,159,2583,230,239,1320
101076,2895,5,365,18,3691,208,233,3361
32002,3166,27,150,60,1356,253,195,2326
44270,2346,31,360,156,1242,129,188,242
82552,2846,4,443,-8,1974,223,231,2002
47228,2950,12,277,38,3394,238,235,1224
28613,3297,16,350,74,4391,184,216,2063
11566,3088,26,180,55,2905,137,226,2583
58740,2942,7,170,29,5124,207,246,4224
18329,3019,13,42,5,2167,195,220,3349
67872,2768,32,446,224,1184,254,184,966
102388,2811,17,192,85,3362,200,203,6069
57436,2613,8,60,1,601,219,224,1410
90839,3092,11,150,34,1500,193,228,3125
42315,3100,9,335,34,2268,199,230,2519
58320,3325,9,618,44,3534,194,238,1482
111411,3261,11,127,28,2972,215,217,2298
23111,3421,12,309,27,5013,188,231,4024
107593,3352,15,210,48,4168,226,207,1290
28828,2178,24,108,24,840,247,191,895
48388,3365,11,134,9,3067,217,249,2032
80423,2167,36,339,152,630,244,154,646
54540,3163,9,404,92,124,236,232,1006
52469,2927,8,335,58,1889,225,223,2548
81891,2742,9,0,0,2871,214,222,2697
56059,2641,17,90,18,1307,242,234,830
100665,2717,24,60,16,2672,190,254,1015
55804,3227,11,277,25,2312,219,215,1597
61571,3065,9,85,-1,3518,225,220,2851
96567,3202,15,598,65,2120,189,216,700
43931,2834,8,175,13,3637,219,223,6302
50168,3174,19,824,-1,1279,186,201,1611
24059,2608,30,85,44,1742,127,203,1328
22889,3014,18,201,55,4460,243,206,2372
107289,3330,18,190,-4,2058,242,205,3273
8865,3138,10,382,50,3819,210,221,960
76641,2948,15,283,-41,1600,202,209,1323
17502,2564,30,175,77,711,176,163,1170
3908,2546,14,268,77,1064,243,229,722
35683,3145,9,120,9,2256,203,227,2605
42657,2691,12,30,-3,1465,187,244,1031
92841,3288,4,365,23,5760,212,233,601
42728,2978,19,339,138,5931,249,217,4186
65610,3011,5,1061,115,5726,215,245,5911
29536,3001,11,108,-11,2700,231,219,2274
28518,2730,22,42,10,2312,203,187,400
43608,2729,9,511,44,1357,223,221,2763
100609,2910,24,552,73,1248,159,199,959
47428,3119,7,342,0,2059,208,246,1849
69633,2962,25,255,47,1939,247,224,1511
19204,2327,27,351,202,987,164,182,1296
8169,2999,12,297,64,866,190,224,902
110007,3134,8,484,-51,1006,201,229,966
92291,3242,15,576,58,626,175,236,932
74785,2965,5,390,46,3673,219,228,5550
18342,2747,9,0,0,607,217,221,2474
80090,2905,3,283,61,3923,224,239,3454
25466,3146,11,30,-5,4360,233,220,1956
56085,2793,29,228,97,242,235,169,1356
74746,3191,19,300,94,3918,205,196,1962
75779,2953,9,108,26,2030,205,226,2072
81279,2792,9,85,8,3203,219,221,2496
52728,2810,12,402,28,1842,228,214,1710
1895,3126,16,120,35,2044,176,222,516
107837,2848,17,30,3,618,220,199,201
78081,3179,4,216,6,4979,209,239,2571
107871,3163,22,150,31,2262,251,209,2163
52899,2830,17,180,51,3270,244,210,708
43842,2972,17,42,11,361,183,211,1537
1060,3067,20,242,82,3972,239,199,5112
12111,3019,2,309,48,4206,213,236,1170
4770,3073,4,541,206,6207,217,243,3818
52453,3046,15,0,0,4654,222,205,511
66705,3184,4,60,4,4452,212,233,900
46342,2941,21,134,23,541,243,199,1744
102868,2981,24,417,147,698,246,190,1064
58003,3296,5,162,38,6239,227,232,313
27998,3206,7,335,79,2136,232,232,3362
20882,3024,12,552,20,3818,219,214,4689
66191,3185,4,256,9,4883,211,242,2389
35610,3500,13,450,40,5214,185,230,4380
93126,3033,17,60,6,1199,216,201,2883
102531,3386,14,360,46,3147,189,250,1842
102050,3187,12,85,14,1300,190,226,162
83963,2536,14,67,17,1937,199,212,1967
100576,2435,20,297,173,1400,247,226,566
16062,3081,22,162,1,1495,171,251,1825
83633,3004,15,256,13,3882,242,232,2423
1543,3018,6,1074,99,5646,212,245,5742
51162,3397,30,242,114,5076,233,167,228
52178,3381,8,42,2,2632,233,230,1296
97491,2980,22,210,54,5407,249,202,1640
74331,3085,18,488,274,1170,169,225,1194
73806,2947,17,170,52,499,193,254,1485
17524,3001,13,552,3,4340,237,215,3104
113929,3149,5,361,36,3919,213,230,3277
78286,2972,7,417,4,5697,232,232,3798
76055,3357,30,335,128,830,141,183,1310
51608,2653,2,150,3,1224,220,240,1663
71995,2541,5,228,-4,618,224,229,5443
11375,3093,9,300,23,2504,197,230,2343
44977,2793,10,437,60,741,231,221,2486
113959,2574,6,175,-11,277,220,227,1318
81242,3039,5,162,15,3660,225,229,2021
20717,2926,1,309,56,4246,216,237,5785
546,2870,7,335,0,1150,228,242,2114
78761,2960,23,443,145,812,235,186,742
95205,2560,13,60,-4,2799,219,212,2468
42027,2718,8,108,14,2455,210,225,5179
26753,3292,19,190,38,2250,173,214,2163
27899,3075,5,404,17,3428,215,229,616
98487,3084,9,484,11,1838,235,233,2340
13520,2563,16,424,34,404,203,205,2711
22358,2846,12,124,38,2684,239,233,2021
107709,2962,13,108,30,4357,241,224,1900
37773,2429,20,30,8,1230,163,223,297
69964,2953,6,60,5,4754,206,243,2268
76640,3252,19,228,27,1983,242,235,175
